board_name,url,Overall Rating,Riding Style,Riding Level,Fits Boot size (US),Manufactured in,Shape,Camber Profile,Stance,Approx. Weight,Powder,Turning Experience,Carving,Speed,Uneven Terrain,Switch,Jumps,Jibbing,Pipe,year,gender,id,similar_boards
Ride Timeless,https://thegoodride.com/snowboard-reviews/ride-timeless-2017-2019-snowboard-review,Liked it!,Freeride,Advanced - Expert,"8-10, 10-12, > 12",China,Tapered Directional,Directional Camber,Setback -20mm,Feels Light,Great,Great,Great,Excellent,Good,Average,Good,Poor,Good,"['2017', '2019']",mens,Qm6uFDYoM7B6KTEZWd5pUWKBlIs=,"{'Qm6uFDYoM7B6KTEZWd5pUWKBlIs=': 0.0, 'mT5hY/g23iFTfYPn/sinJmXgGyY=': 0.3157894736842105, 'bABjtniYHBsQKyxf6jr3E1ksVRA=': 0.3157894736842105, '9UnnGPLv24lVgPK8BtDpTHvntsc=': 0.3157894736842105, 'dkMJQNsVtIDS+UAF+tOqCXTITRc=': 0.4, 'j89ilKmtGI3C/pj56MKWvLnulmc=': 0.4, '9MoLgl9D2R3OyuVcNLTWsNnCOPA=': 0.4, 'Dp0Uce6LGuBgeGLEMZdgXhJyoDU=': 0.4, '9siwm5Eum7nkeiN0QzeGB0+KZSk=': 0.4, 'Zi8UR3uC0CShtAq1bv5LOOSzc1k=': 0.47619047619047616}"
Ride Twinpig,https://thegoodride.com/snowboard-reviews/ride-twinpig-2019-2020-snowboard-review,Loved it!,Freestyle,Beginner - Expert,"< 8, 8-10, 10-12, > 12",China,Asymmetrical Twin,Hybrid Camber,Centered,Feels Light,Good,Great,Good,Good,Good,Excellent,Great,Good,Good,"['2019', '2020']",mens,ONFJIPfMhcLDVBM1VY0X0+ZEgzk=,"{'ONFJIPfMhcLDVBM1VY0X0+ZEgzk=': 0.0, 'F51mJP4w8PrfKuOmQnyxWUZp96Q=': 0.4, '604kIVPVF2dHpG5RnikIG+PixrA=': 0.47619047619047616, 'j6nQ4drYkt15h81E7uaONuZphu0=': 0.47619047619047616, '3wy8ceDriOBB6cJ2MYJNdlqoAd0=': 0.47619047619047616, 'Cy/4or441HikhFVH+6n/7095nxE=': 0.5454545454545454, 'sV0DgErsicZ3AWIPQz9JAHQ0Z4Y=': 0.5454545454545454, '/HAU8qfWgDTUxpsDw0tHbL4eoW4=': 0.5454545454545454, 'cu8psiUP/+hZ2Gl0RbcfFllAKJI=': 0.6086956521739131, '8k24oQxQBdykvT44H9ecvWBnULc=': 0.6086956521739131}"
Ride Warpig,https://thegoodride.com/snowboard-reviews/ride-warpig-2017-2019-snowboard-review,Liked it!,Alternative Freeride,Intermediate - Expert,"< 8, 8-10, 10-12, > 12",China,Tapered Directional,Flat to Rocker,Centered,Feels Light,Good,Good,Good,Average,Good,Good,Good,Good,Average,"['2017', '2019']",mens,F1JibMFlNyY//6R5J0Orlovq0hg=,"{'F1JibMFlNyY//6R5J0Orlovq0hg=': 0.0, 'T/544HH3tHG2hW/GiAaSbbzSFAk=': 0.5454545454545454, 'FP2uIUfDV+oFvbqizzmpA3tiD10=': 0.5454545454545454, '3J15tiHPXCfA5RgZVGZuLvH2eAY=': 0.5454545454545454, 'C0R1Tv/LDO7IdLxvlIhxBQm8MwM=': 0.5454545454545454, 'qTUA61DKKWqVXPCMIaJY74rQRzQ=': 0.5454545454545454, 'MJA4ZeSSFj1ln4ie8UE5HmB+yUg=': 0.5454545454545454, 'YwV3PMhQRx3mctHcIW1D6gEHol4=': 0.6086956521739131, 'HNBrSGHI8ZXvwWJrtfqizuA4ko0=': 0.6086956521739131, 'lB7h2rSfdgJU0s/LrWgdqMMhgpo=': 0.6086956521739131}"
Ride Wild Life,https://thegoodride.com/snowboard-reviews/ride-wild-life-2013-2019-snowboard-review,Liked it!,All Mountain,Intermediate - Expert,"8-10, 10-12, > 12",China,Directional,Directional Camber,Setback -20mm,Feels Normal,Good,Good,Good,Great,Good,Good,Good,Average,Good,"['2013', '2019']",mens,VuPUoEvPEXJGzOaUtbvm/inbPOw=,"{'VuPUoEvPEXJGzOaUtbvm/inbPOw=': 0.0, 'jpzWjT5q+RcT3B0k5+ixjWqrBSg=': 0.3157894736842105, '/v1bhOoHaEHIG/jCRDccW8Rw8iM=': 0.3157894736842105, 'dmyWRxJTYaTXeZXrA43GHH3COEE=': 0.3157894736842105, 'I3sXCBPIZVbAglGAoc+h8LnuYnU=': 0.3157894736842105, 'M+qx4fWPTwZn2wcfQAIRGO1kgsA=': 0.4, '8t7Fm24XUvvooubvCJuZWENHTX0=': 0.4, 'SKbpzdQata6qen2uMtsF/h0Jza4=': 0.4, 'Mas2IhOZ2jOsVzMFlAjEsXdiv6M=': 0.4, 'rnAklWsA9vaWVCkwKn5F/mCTGWc=': 0.4}"
Rome  Agent Rocker,https://thegoodride.com/snowboard-reviews/rome-agent-rocker-2010-2017-review,Liked it!,All Mountain Freestyle,Advanced - Expert,"8-10, 10-12",Taiwan,Twinish,Mostly Camber,Centered,Feels Normal,Poor,Excellent,Excellent,Great,Good,Good,Great,Average,Great,"['2010', '2017']",mens,Ep5qE6wH6jKzvD39yN7jGW+SyoQ=,"{'Ep5qE6wH6jKzvD39yN7jGW+SyoQ=': 0.0, 'UpbYVgro2SX/0dV/iKzlcNNKjFQ=': 0.4, 'loVDio1ZwN6xBVNwA7G3cGVI0wk=': 0.47619047619047616, 'M66mNaXWfUteWrRK+R7/ller6nU=': 0.47619047619047616, '+cQrHQMjaWg6AOGFQMMXjCgSOaM=': 0.47619047619047616, 'T9ncv3gSEGfjgt3BIVRIgB6SzN4=': 0.47619047619047616, 'deENUEAOrCpTwmXLA0PIJaqcT6k=': 0.47619047619047616, 'UidKSZ+FGB2J7n3bQ9tUq8s1qQQ=': 0.47619047619047616, '5dzRSRj03QwDprjZYB9+9pAnJVg=': 0.47619047619047616, 'X5VwiII0xXn75VZTMIF349GtiI8=': 0.5454545454545454}"
Rome Blur,https://thegoodride.com/snowboard-reviews/rome-blur-2017-snowboard-review,Liked it!,All Mountain,Advanced - Expert,8-10,Taiwan,Directional,Mostly Camber,Setback -20mm,Feels Light,Average,Great,Great,Great,Good,Average,Good,Poor,Great,['2017'],mens,GT3tRMO5IvCTnnNEmqU4JX/SFh0=,"{'GT3tRMO5IvCTnnNEmqU4JX/SFh0=': 0.0, 'MAlRiY7nrHrAtj3eNkwjHo7rORM=': 0.4, 'CHROiQMc0Sua/1VurJd7mOymCi8=': 0.4, 'X5VwiII0xXn75VZTMIF349GtiI8=': 0.47619047619047616, 'IRhS/LYoZnYU8I+waYdA7x0hZM8=': 0.47619047619047616, 'JPb5BUTHBH0TorRFzHgFQOLbfHQ=': 0.47619047619047616, '66UfWZNPe1Y/Nzk2EWmI2yBLUqc=': 0.47619047619047616, 'I/pmeiSbNS+nVtnEb05js8y5q0o=': 0.47619047619047616, 'zWF+ofqB0eHeY3RVTIWEBKJTLto=': 0.47619047619047616, 'OGb/EqvDEcV6u0vjEOkZN7QaBXQ=': 0.5454545454545454}"
Rome Marshal,https://thegoodride.com/snowboard-reviews/rome-marshal-2018-snowboard-review,Liked it!,All Mountain Freestyle,Intermediate - Expert,"8-10, 10-12",Taiwan,Directional Twin,Flat,Centered,Feels Normal,Poor,Good,Good,Great,Good,Great,Great,Good,Good,['2018'],mens,0lBFYQzD0haZcA24ydsU9Fvx4XU=,"{'0lBFYQzD0haZcA24ydsU9Fvx4XU=': 0.0, 'LHvwYwK92Xu0IS670kZSpTsnGy0=': 0.4, 'M66mNaXWfUteWrRK+R7/ller6nU=': 0.4, 'GjwGvtwtV7WDbtT0vzuew9PyNEs=': 0.4, 'T9ncv3gSEGfjgt3BIVRIgB6SzN4=': 0.4, 'vANt+aWz7ORoxq7mF6j6wr3hlFM=': 0.4, 'sgmMONa/eoanpq/v06XHmP7rUa4=': 0.4, 'CcE2NzaoovzTQMp7AoZiLpTqi2A=': 0.47619047619047616, 'xcesV2C/AV6AO1EwXtMNXM6YbG8=': 0.47619047619047616, 'XnRiixQ6aEAW6yWBy/ZzC/7hjQI=': 0.47619047619047616}"
Rome Mod Rocker,https://thegoodride.com/snowboard-reviews/rome-mod-rocker-2012-2018-snowboard-review,Liked it!,All Mountain Freestyle,Intermediate - Expert,"8-10, 10-12",Taiwan,True Twin,Flat to Rocker,Centered,Feels Light,Average,Average,Average,Good,Good,Great,Great,Good,Good,"['2012', '2018']",mens,IatARIGEX0lhe9vNN6SrawCxyjU=,"{'IatARIGEX0lhe9vNN6SrawCxyjU=': 0.0, 'LVjOY/cS93dg+0X5yGvu4411FMM=': 0.4, 'iTvTOEftH9jpok30FW7ujraY3ro=': 0.4, 'uKgS1qXoszUjMHT6ojWg/yc7Zr4=': 0.4, 'UG9POLHOQBLhZQBEFCDw3a8uhtk=': 0.47619047619047616, 'fFczyzkgviWe5YRFFWSGnQN4h9w=': 0.47619047619047616, 'Wc5Ag0UaRKZMFKwkhqkZx8yzORY=': 0.47619047619047616, 'sqphjI2avWlwoQUbeuZd0s8TX64=': 0.47619047619047616, 'cu8psiUP/+hZ2Gl0RbcfFllAKJI=': 0.47619047619047616, 'XnRiixQ6aEAW6yWBy/ZzC/7hjQI=': 0.47619047619047616}"
Rome Mountain Division,https://thegoodride.com/snowboard-reviews/rome-mountain-division-snowboard-review,Liked it!,Freeride,Advanced - Expert,"8-10, 10-12",Canada,Directional,Mostly Camber,Centered,Feels Light,Good,Great,Great,Great,Good,Average,Good,Poor,Good,[],mens,MAlRiY7nrHrAtj3eNkwjHo7rORM=,"{'MAlRiY7nrHrAtj3eNkwjHo7rORM=': 0.0, 'TReHh8CPHL+w9gJEnqe1WCmmUE0=': 0.3157894736842105, 'CHROiQMc0Sua/1VurJd7mOymCi8=': 0.3157894736842105, 'IGWS3GAVSYC6QPSJWwj04JCs24Y=': 0.4, 'j89ilKmtGI3C/pj56MKWvLnulmc=': 0.4, 'M6G5+obNK516REVynt4ThmSRTis=': 0.4, '7IjOE+IvBq/9fzI690Uzxwhvr6U=': 0.4, '66UfWZNPe1Y/Nzk2EWmI2yBLUqc=': 0.4, 'GT3tRMO5IvCTnnNEmqU4JX/SFh0=': 0.4, 'I/pmeiSbNS+nVtnEb05js8y5q0o=': 0.4}"
Rome National,https://thegoodride.com/snowboard-reviews/rome-national-2018-2020-snowboard-review,Pretty Good,All Mountain,Intermediate - Expert,"8-10, 10-12",None,Directional Twin,Mostly Camber,Centered,Feels Normal,Average,Great,Great,Good,Good,Great,Great,Average,Good,"['2018', '2020']",mens,Hn+F8IT3JLN4mnGepDA4mOVek1E=,"{'I+Hj3agwlkzvnhh56gi5FfdO3io=': 0.0, 'Hn+F8IT3JLN4mnGepDA4mOVek1E=': 0.0, 'W6pr2vOiQUdy6g8bPWRElp4LIZM=': 0.2222222222222222, 'CFQlF5LP2FlfEYmQMBq7Wz3WUP8=': 0.4, '+cQrHQMjaWg6AOGFQMMXjCgSOaM=': 0.4, '5dzRSRj03QwDprjZYB9+9pAnJVg=': 0.4, 'X5VwiII0xXn75VZTMIF349GtiI8=': 0.47619047619047616, '+FbeaX6Jo3bC5sDgql1p9ev4qCw=': 0.47619047619047616, 'SRC+4Wjo+l1DZ4hWHeOp0nVer5k=': 0.47619047619047616, 'nqp8cXKJfhOsoJ3UqzLR0uISBXI=': 0.47619047619047616}"
Rome Powder Division MT,https://thegoodride.com/snowboard-reviews/rome-powder-division-mt-2017-2019-snowboard-review,Loved it!,Alternative Freeride,Advanced - Expert,"8-10, 10-12",Canada,Tapered Directional,Hybrid Camber,Setback over 20mm,Feels Normal,Excellent,Good,Good,Good,Great,Poor,Good,Average,Average,"['2017', '2019']",mens,vH+R6wAv0lMPpFMr5Z5xDjemTKI=,"{'vH+R6wAv0lMPpFMr5Z5xDjemTKI=': 0.0, 'JaiZ2+WPbtvms0Uj2L/Rfz/LeUM=': 0.3157894736842105, 'YwV3PMhQRx3mctHcIW1D6gEHol4=': 0.4, 'lB7h2rSfdgJU0s/LrWgdqMMhgpo=': 0.4, '5qaf3lE7bu8BsiLk6mvCxN76uNU=': 0.4, 'DYZYX1Tf7Q7mFkvjTIOSFY/u7E8=': 0.4, 'S1afr5cqKs5l1/pun6LciSqapqM=': 0.4, 'ZKwJCoPPHHEj2V2WOhZ4O69W33s=': 0.4, 'DVOEeuB0dmA7qRQkGvWYzjNmxDM=': 0.4, 'f/6LKzq7/FSK3bJt3pUEUhoYCwI=': 0.4}"
Rome Ravine,https://thegoodride.com/snowboard-reviews/rome-ravine-2019-snowboard-review,None,Freeride,Advanced - Expert,"8-10, 10-12",None,Tapered Directional,Directional Camber,Setback -15mm,Feels Light,Good,Great,Great,Average,Good,Good,Good,Average,Good,['2019'],mens,8vpNwmfongnjfdV+L1Auevfh5tQ=,"{'8vpNwmfongnjfdV+L1Auevfh5tQ=': 0.0, 'TGVPB1+XRfwBjLeXc6eSlENngvQ=': 0.3157894736842105, 'JmJLq+7Wgaq3HyP0lFS2v+27MV4=': 0.4, '7IjOE+IvBq/9fzI690Uzxwhvr6U=': 0.4, '3J15tiHPXCfA5RgZVGZuLvH2eAY=': 0.4, 'a4gi+jxLxJBd005S1UNbEFlN3+o=': 0.4, 'j89ilKmtGI3C/pj56MKWvLnulmc=': 0.47619047619047616, 'M+qx4fWPTwZn2wcfQAIRGO1kgsA=': 0.47619047619047616, 'Qm6uFDYoM7B6KTEZWd5pUWKBlIs=': 0.47619047619047616, '1g8gM29+/CCHCCS4g2xWxcRiS3o=': 0.47619047619047616}"
Rome Sawtooth,https://thegoodride.com/snowboard-reviews/rome-sawtooth-2017-snowboard-review,Pretty Good,All Mountain,Advanced - Expert,10-12,None,Directional,Mostly Camber,Centered,Feels Normal,Poor,Great,Great,Great,Good,Average,Good,Poor,Good,['2017'],mens,CHROiQMc0Sua/1VurJd7mOymCi8=,"{'CHROiQMc0Sua/1VurJd7mOymCi8=': 0.0, 'MAlRiY7nrHrAtj3eNkwjHo7rORM=': 0.3157894736842105, 'TReHh8CPHL+w9gJEnqe1WCmmUE0=': 0.4, 'M6G5+obNK516REVynt4ThmSRTis=': 0.4, '/Z74Kx5g7VPtGM9Wr1O1V9dfzR4=': 0.4, '66UfWZNPe1Y/Nzk2EWmI2yBLUqc=': 0.4, 'GT3tRMO5IvCTnnNEmqU4JX/SFh0=': 0.4, 'zWF+ofqB0eHeY3RVTIWEBKJTLto=': 0.4, 'IGWS3GAVSYC6QPSJWwj04JCs24Y=': 0.47619047619047616, 'loVDio1ZwN6xBVNwA7G3cGVI0wk=': 0.47619047619047616}"
Rome Warden,https://thegoodride.com/snowboard-reviews/rome-warden-2020-snowboard-review,None,All Mountain,Advanced - Expert,"8-10, 10-12",None,Directional Twin,Mostly Camber,Centered,Feels Normal,Good,Great,Great,Good,Good,Good,Good,Average,Great,['2020'],mens,4lpQm5eEBlRuaxiZgaLzH1jA1J0=,"{'4lpQm5eEBlRuaxiZgaLzH1jA1J0=': 0.0, 'X5VwiII0xXn75VZTMIF349GtiI8=': 0.4, 'JPb5BUTHBH0TorRFzHgFQOLbfHQ=': 0.4, 'IJj11kRxvbOUoykPJqS2IBzrcqM=': 0.4, 'X1r7d+qyoLml5icR2XnWxAVue7g=': 0.4, '5dzRSRj03QwDprjZYB9+9pAnJVg=': 0.4, 'E4tUzRt/rudKtSRbjLEdtyzuZ+k=': 0.4, 'I+Hj3agwlkzvnhh56gi5FfdO3io=': 0.47619047619047616, '+cQrHQMjaWg6AOGFQMMXjCgSOaM=': 0.47619047619047616, 'xslH2n1sbH9qZDZUIVf3DAGJ31o=': 0.47619047619047616}"
Rossignol Angus,https://thegoodride.com/snowboard-reviews/rossignol-angus-2010-2019-snowboard-review,It´s OK,All Mountain,Intermediate - Expert,"8-10, 10-12",Taiwan or China,Directional Twin,Hybrid Camber,Setback -15mm,Feels Normal,Good,Average,Average,Good,Good,Good,Good,Good,Great,"['2010', '2019']",mens,V4AcXEGXmUvx7OPzC+GTMFq6pgM=,"{'V4AcXEGXmUvx7OPzC+GTMFq6pgM=': 0.0, 'H7+OBPo7CFDDbZfctHmLueJxmhU=': 0.4, 'I3sXCBPIZVbAglGAoc+h8LnuYnU=': 0.47619047619047616, 'HYMEj8loO2XQHHve/5r+41KgiBQ=': 0.47619047619047616, 'ehMM5rj2yTEZ+1XHZCprE7/RYVc=': 0.47619047619047616, 'Pz1dJUvF8+Yi1AjlZ6hNl4yCTgA=': 0.47619047619047616, 'HNBrSGHI8ZXvwWJrtfqizuA4ko0=': 0.5454545454545454, 'jpzWjT5q+RcT3B0k5+ixjWqrBSg=': 0.5454545454545454, '0gcpV5tMUxTkBmflkt1fMe7XHto=': 0.5454545454545454, 'SKbpzdQata6qen2uMtsF/h0Jza4=': 0.5454545454545454}"
Rossignol Jibsaw,https://thegoodride.com/snowboard-reviews/rossignol-jibsaw-2012-2018-snowboard-review,Loved it!,Freestyle,Intermediate - Expert,"8-10, 10-12",Taiwan or China,True Twin,Hybrid Camber,Centered,Feels Normal,Average,Good,Good,Good,Good,Great,Good,Good,Great,"['2012', '2018']",mens,JJWw+G295Jx+2jl6io2TKC1l0kQ=,"{'JJWw+G295Jx+2jl6io2TKC1l0kQ=': 0.0, 'XnRiixQ6aEAW6yWBy/ZzC/7hjQI=': 0.2222222222222222, 'Cy/4or441HikhFVH+6n/7095nxE=': 0.2222222222222222, 'ABln8DhZ3EE+Guu8ogb64OZKaCE=': 0.2222222222222222, 'WbfLVWw13yXNux3FblbctWvEPpU=': 0.2222222222222222, 'bcvCE9o4dNZAxa1iZaLQ/Y+nn2Q=': 0.2777777777777778, 'CcE2NzaoovzTQMp7AoZiLpTqi2A=': 0.3157894736842105, 'wkj15b4D3T32z+H4qhSWTw4Eut0=': 0.3157894736842105, '5fJ8dsqEZsXLLIEMfyjSngx1xNk=': 0.3157894736842105, 'sn7GRfATzHJXws7Iw5/Z2ScVbFU=': 0.3157894736842105}"
Rossignol Jibsaw Heavy Duty,https://thegoodride.com/snowboard-reviews/rossignol-jibsaw-heavy-duty-2017-snowboard-review,Liked it!,All Mountain Freestyle,Beginner - Expert,8-10,China,True Twin,Hybrid Camber,Centered,Feels Normal,Average,Good,Good,Good,Good,Great,Good,Good,Great,['2017'],mens,ABln8DhZ3EE+Guu8ogb64OZKaCE=,"{'ABln8DhZ3EE+Guu8ogb64OZKaCE=': 0.0, 'pcQjfBFdQmn6Aqep1PKrAJ8tpZY=': 0.2222222222222222, 'XnRiixQ6aEAW6yWBy/ZzC/7hjQI=': 0.2222222222222222, 'J9CuJG+369Otp4uXiqR3gIrQVbc=': 0.2222222222222222, 'JJWw+G295Jx+2jl6io2TKC1l0kQ=': 0.2222222222222222, 'bcvCE9o4dNZAxa1iZaLQ/Y+nn2Q=': 0.2777777777777778, 'QqkUxsaxwIlvqdyGKozMXQ5TfxI=': 0.3157894736842105, 'QwRWJj0k9OYBi4Z5FShnkgbQw4Q=': 0.3157894736842105, 'Oe0c7vhxRva6RdmuAA+6R6yROA4=': 0.3157894736842105, 'aP7bW02uGKVhiawAw7u7zgLrNIc=': 0.3157894736842105}"
Rossignol  Krypto,https://thegoodride.com/snowboard-reviews/rossignol-krypto-2012-2019-snowboard-review,Liked it!,Freeride,Advanced - Expert,"8-10, 10-12",China or Taiwan,Tapered Directional,Hybrid Camber,Setback -20mm,Feels Normal,Good,Great,Great,Great,Average,Average,Average,Poor,Average,"['2012', '2019']",mens,ceSqCf+7TGufHLidigcx7G2ARTA=,"{'ceSqCf+7TGufHLidigcx7G2ARTA=': 0.0, 'I/pmeiSbNS+nVtnEb05js8y5q0o=': 0.3157894736842105, 'H1zAWLNpv4ieTtR8FA2QrwIB/gs=': 0.3157894736842105, 'KtQDYwnZNzICRIXu5reChknckmI=': 0.3684210526315789, 'fxWQndQxLwvnkpUOh0a+d1Y2/qw=': 0.4, 'iOpe05dpp9n349dC50gz35GlRQk=': 0.4, 'qD47kkVTOlo1tOPL4kAwSpOutuY=': 0.4, 'RLHzvycFihRGCiMO8Ab8w9nfZJo=': 0.4, 'LvTtHD/jnjtKoSjrtNOKUh43Y5E=': 0.4, 'vyqJS+sM6x2avNeKZCtTt6aTMlA=': 0.47619047619047616}"
Rossignol One LF,https://thegoodride.com/snowboard-reviews/rossignol-one-lf-2010-2019-snowboard-review,Loved it!,All Mountain,Beginner - Expert,"8-10, 10-12, > 12",Taiwan or China,Directional Twin,Hybrid Camber,Setback -12.5mm,Feels Normal,Good,Good,Good,Great,Great,Good,Good,Average,Great,"['2010', '2019']",mens,CIHPCf9KDd9v0XpVsXsv+mlf1CE=,"{'CIHPCf9KDd9v0XpVsXsv+mlf1CE=': 0.0, 'jpzWjT5q+RcT3B0k5+ixjWqrBSg=': 0.3157894736842105, '/v1bhOoHaEHIG/jCRDccW8Rw8iM=': 0.4, 'MfhEHMdr2IXxR6TK9ptRQOHlWxw=': 0.4, 'CfK/Qd0HgeFTWTv7myngp6PknbE=': 0.4, '8t7Fm24XUvvooubvCJuZWENHTX0=': 0.47619047619047616, 'zukeWNlT8pcKRCQPLE11iF42PPk=': 0.47619047619047616, 'Mas2IhOZ2jOsVzMFlAjEsXdiv6M=': 0.47619047619047616, 'rnAklWsA9vaWVCkwKn5F/mCTGWc=': 0.47619047619047616, 'KfFz20v6DCngkraluspWfjwvYg0=': 0.47619047619047616}"
Rossignol Retox,https://thegoodride.com/snowboard-reviews/rossignol-retox-2010-2019-snowboard-review,Liked it!,Freestyle,Advanced - Expert,8-10,Taiwan or China,True Twin,Mostly Camber,Centered,Feels Normal,Poor,Good,Good,Average,Good,Great,Good,Great,Good,"['2010', '2019']",mens,MT4CrPUXv/7jqrVbHOEkUz/Z730=,"{'MT4CrPUXv/7jqrVbHOEkUz/Z730=': 0.0, 'Nq7CssPsjNqSOtqwLxlY5768gW0=': 0.11764705882352941, 'KCgTMJ4R97psnnvC0655zEREQg8=': 0.3157894736842105, 'C/Epov/2U7hWKhhrdla5nq9sga8=': 0.4, 'pB0UHGPK+dRTPNoAOMzGgFj7UIY=': 0.4, 'n6MJn177Q2bksNDgCkrBJcOmmoA=': 0.4, 'T9ncv3gSEGfjgt3BIVRIgB6SzN4=': 0.4, 'hPaL1qqJuHVXVgH25JpBW79JFT4=': 0.4, 'eSN8SuBwBToijfjMiMOKj4skHGU=': 0.4, 'WbfLVWw13yXNux3FblbctWvEPpU=': 0.4}"
Rossignol Templar,https://thegoodride.com/snowboard-reviews/rossignol-templar-2013-2019-snowboard-review,Liked it!,All Mountain,Beginner - Intermediate,"8-10, 10-12",Taiwan or China,Twinish,Hybrid Camber,Setback -20mm,Feels Normal,Good,Good,Average,Good,Great,Good,Average,Good,Great,"['2013', '2019']",mens,1b62aPTVhHuZUJ6CPnxoww8ZfQ8=,"{'1b62aPTVhHuZUJ6CPnxoww8ZfQ8=': 0.0, 'BUBZgyiAXbTU7YJmDM9OCBPgLws=': 0.2222222222222222, 'EAGBHNHP1ZXUyWGPgfgwCzIMu0M=': 0.47619047619047616, 'SKbpzdQata6qen2uMtsF/h0Jza4=': 0.47619047619047616, 'L//LRhQ2TavbN1ussqyFghv/bzw=': 0.47619047619047616, 'ehMM5rj2yTEZ+1XHZCprE7/RYVc=': 0.47619047619047616, 'MfhEHMdr2IXxR6TK9ptRQOHlWxw=': 0.47619047619047616, 'jw2A+4vwPPmKyH43LfwdyQ6kNrg=': 0.5454545454545454, 'uVhid69JHPPmwC+y8Tkapg8lh5o=': 0.5454545454545454, 'V4AcXEGXmUvx7OPzC+GTMFq6pgM=': 0.5454545454545454}"
Rossignol XV,https://thegoodride.com/snowboard-reviews/rossignol-xv-2014-2020-snowboard-review,Loved it!,Freeride,Advanced - Expert,"8-10, 10-12",Taiwan or China,Tapered Directional,Hybrid Camber,Setback over 20mm,Feels Normal,Great,Good,Good,Great,Good,Average,Average,Poor,Average,"['2014', '2020']",mens,huzThybefTV44S7MHYcFB3mssX0=,"{'huzThybefTV44S7MHYcFB3mssX0=': 0.0, '3LJ7OXBDCCv1Lm73J2LPOA+0RH0=': 0.2222222222222222, 'hcWop2Sl9lSsu70uzJwY3dP/qx8=': 0.2222222222222222, 'F+hIbLh4Ex8Zn7eL+kRtCwSKJCM=': 0.3157894736842105, 'gpeCY4HHpYuYrUtnihJvme2ryp0=': 0.3157894736842105, '7A7jenx1sPiMInSXC+fPhj9O4Sk=': 0.3157894736842105, 'f/6LKzq7/FSK3bJt3pUEUhoYCwI=': 0.3157894736842105, 'd8GYV999rNLEt1C+2JdIT3VHOoY=': 0.3157894736842105, 'k3AXLu5CfuLfe8zGYZIcJTavsIo=': 0.3157894736842105, 'X0lfxCrvrVJRtoKkS/fu+Yz/Vi0=': 0.4}"
Rossignol XV Sashimi,https://thegoodride.com/snowboard-reviews/rossignol-xv-sashimi-2020-snowboard-review,Liked it!,Alternative Freeride,Intermediate - Expert,8-10,China,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Great,Great,Great,Good,Great,Poor,Good,Average,Good,['2020'],mens,LbGn9FnNkMT0xi+6++a7GxoaOtU=,"{'LbGn9FnNkMT0xi+6++a7GxoaOtU=': 0.0, 'XrPMr7wBaWzwMQVC2YlqVTwcEjA=': 0.3157894736842105, '3RQHnfxz+wL4oAcFr5UUaz8JiGA=': 0.3157894736842105, 'xrRbV3VRAOSdOAEYUTkghaXR6o4=': 0.3157894736842105, 'e0ZZckm0F+Sr0QcOPh2yZ4ttDoQ=': 0.3157894736842105, 'AFSa7MwyfgdlgldRqv7S9FUBRGc=': 0.3157894736842105, 'e+fNaAgEjvW1VOk8EjwmzmD3IfM=': 0.3157894736842105, 'dkMJQNsVtIDS+UAF+tOqCXTITRc=': 0.4, 'lxRBhjg9D0fYo14UqJxqb0EOjgA=': 0.4, 'UQzAK+do7r9Djw0m86HHacw3uac=': 0.4}"
Rossignol XV Sushi,https://thegoodride.com/snowboard-reviews/rossignol-xv-sushi-2018-2020-snowboard-review,Loved it!,Alternative Freeride,Intermediate - Expert,8-10,None,Tapered Directional,Hybrid Camber,Centered,Feels Normal,Great,Great,Good,Good,Good,Poor,Average,Poor,Average,"['2018', '2020']",mens,zcma5HAXPh0yut0Wk0MfpGe9vJ0=,"{'zcma5HAXPh0yut0Wk0MfpGe9vJ0=': 0.0, 'N2X1VyOC7WbzdfPHsQY/qmMB3mc=': 0.3157894736842105, 'rXe40yyjY/tzmN3Z+580OqA8Nbk=': 0.3157894736842105, 'pXa61r25UbhVOcagNeswbUS2FIs=': 0.3157894736842105, '4IMRB49/t0dEG1HnW721qRUQ2pM=': 0.3157894736842105, 'f/6LKzq7/FSK3bJt3pUEUhoYCwI=': 0.3157894736842105, 'mcJ18zJ2J56Rf1fQyzeZet8Ae2o=': 0.3157894736842105, 'GBVfX5tZP8GEJiupudclCRYTDi4=': 0.3157894736842105, 'GA/r9MzGFS1QwsXvWrg1bb/rBr8=': 0.4, 'ger9wnbrEDRRDY8OUFyNHD2C9PM=': 0.4}"
